,text,ReviewStar
1521,"Didn't expect great sound quality but at least in the range of Mi earphones or other decent branded earphones but seems to be of poor sound quality, Bass is hardly there.
",3
2833,"Got today. And i am extremely satisfied with these .Sound is so pure . Bass is amazing.Worth buying in 1.5k.Just Go for it
",5
8403,"Product quality is really good, can't comment on the sound quality yet, just been two days, as of now sound too muddy and unpleasant. I would prefer waiting for a few more days before posting a proper review.
",5
12774,"Battery life is too less.. itâ€™s been 3 weeks I have received this product.. it is almost dead.. sound quality is also not that great
",1
13571,"Bass not enough
",3
14192,"I will give this product 5 stars as this is a unique earphones with long battery life and with almost 5-6 hours of continuous use and it just takes 2 hours for full charge
",5
9493,"It has best build quality, superior sound, best noise cancellation, proper ratio of bass vs treble. Worth money.
",5
5795,"Now that I've been using the product for about a month I'll discuss the pros and cons of the earphones in a detailed way.Pros- sound quality is good. You can feel the kicks when it comes to hard hitting songs. Sound has clarity and bass and treble is well balanced.Cons- the earphones are not at all comfortable, they keep falling often and it really pains the ear for long working sessions. You cannot keep it in your ear for more than an hour or two. And regarding the sound, it gets distorted at high volume and also the bass gets lost. At mid-volume it's okay.And regarding the battery, it's really terrible. It's written that you can use it for six hours but I can hardly use it for four hours. The battery is really disturbing.The Bluetooth connectivity isn't bad but it gets distorted over a small range. Like if my phone is in the next room I can play the dock in the current room. But if your phone is in the next room you'll not be able to connect to these earphones from the current room.Overall I would say it's okay if you are just buying it for leisure but if you're buying it for jogging or other workout sessions then go for other earphones. These one's are not usable for working out. The buds will keep falling. Considering other reputed brands I'd say that these earphones are okay and not bad at this price range.
",3
3256,"Nice
",5
9486,"Value for money. Low on bass though but that is what i wanted. Got it for 1600 so worth the discount as well.
",5
9355,"Sound  not pleasant.  Sharp on low sound bass not good.
",2
2306,"Good product. Could be better in sound quality.
",4
13630,"Good
",5
12815,"I returned it because I got a defect product
",1
13691,"Nothing
",5
13711,"Battery is not good
",4
3165,"Stopped working exactly after 3 weeks. Don't know how to claim Warrienty.. Feeling cheated...
",1
189,"Its my 3rd boat product.. Havng 225 and 235....And lovng boat.. Great productsIt is really a nice product.. I bought it for 999 and its a great deal..Pros:Great bassBattery backup nice.. About 6-8 hrConnectivity okMultiple device can be connectedOnly one  problem i want to mention is for playing pubg it is not the right one.. .. There is a 1 sec delay for the sound.. Thats a problem.. But it is not a big problem we can adjztBut overall at this price its a great deal.. Go for it
",5
5481,"Awesome product
",5
2902,"Good...sound quality is excellent.
",5
13884,"Value for money
",5
8577,"Headphones working stopped after 22 day....Bad quality of headphones...Don't buy from this seller
",1
3114,"the product is good but its length is quite long go for any other boat earphone
",3
11842,"Buy it man
",5
5211,"Clear sound good base...Stylish too.. completely satisfied vid it
",5
11546,"Good quality earphones..go for itðŸ‘
",5
12608,"My Right side earphone not working it is stopped I have used less than 2 months and it has warranty of 1 year
",1
12674,"Build quality is good. Not preferred for calling, it creates lot of noise in the background and now after using for a month it's completely dead.
",3
13866,"Works amazing!
",5
8985,"Skull candy and this senheiser are same thong
",3
10163,"Excellent earphones no worries. Good quality wire tangle free.
",5
8073,"Awesome product, worth the money paid.All thought warranty is for 2 years, makes too much sense from the company side.Handy product, keep up the good work Sennheiser and Amazon.
",5
13740,"Good
",5
1894,"Not satisfied with the product.  As there is a lot of distubance while on call. However its good to listen  music or watch videos
",1
11743,"Sound quality is superb.
",5
4659,"Worth the money and u will meet your expectations at this price
",5
1435,"My Bluetooth is not working now itâ€™s been  3 months only...Please help me to whom should I contact for replace because Bluetooth is under warranty period
",3
10298,"No words to  say how good it is..  sound quatily super...noise cancellation...
",5
3316,"Distance is too short.. must carry mobile.in just 10 to 15 steps.
",3
12925,"Poor bass . Good charging back up .
",1
4152,"Waste product battery problem within a warranty piriod but seller or manufacturers are  not respond
",1
10908,"i liked this product very muchgood bass quality and sound clarity is amazing
",5
6126,"Life of the product is very less. It won't last long and would give you distortion in sound but until that state comes it's a good product
",3
9230,"Wire is thin material and not durable also I received defective earphone twice, I do not recommend this to buy.
",1
9887,"It's ankickass product. Superior quality great sound amazing noise reduction. Worth the price.
",5
8706,"Nothing to beat Sennheiser sound quality.Loved it
",5
4124,"Balance is quite good. Bass is almost perfect. Clarity need to be improved.
",5
1972,"Good battery life 6-8 hrsGood sound qualityValue for moneyGood build
",5
8120,"This is the best headphone under â‚¹ 2000. Sennheiser gives a excellent product. The sound quality is awesome. Bass are excellent and treble is adjusted. And the most valuable information about this headphone is if you are hearing in full volume it won't disturb you ear. Great piece of headphone. I recommend it for all music lovers.
",5
1178,"Amazing product, good sound quality and it fits well. The headphone stoped working after 3 months but will have to say Boat has an amazing after sale service (replaced within 5mins and also offer puckup and drop service). I recommend this product.
",5
5240,"As per expectation...very nice product..and amazon delivery is very fast ..product arrived the very next day within 24 hrs.
",5
13861,"Super
",5
9357,"Decent product.. No need to pay 1000 for a microphone. I got cut in wire
",1
13388,"The product is good but the bass us really harsh.
",3
4183,"Nice product it is very usefull for long talking sound quality is also good I bought it today only
",4
11411,"The cord is thinner than the previous one I ordered besides being expensive at the same time
",4
5666,"It was broken so easilyNot happy with the product
",1
2854,"Everything is good but u can use this only few months, my headset charging not working and one side not working, I just buy before two ago,
",1
1048,"2 StarNoise clear it was not to good, I was not happy with this production, I am unable to listen the sound. its too low, can you replace the item, it will be good for me. please reach out to following number. 9972517557 Mahesh Kumar M
",2
8601,"Sound quality okMaterial BadDurability very badBroke in 1 month
",2
5740,"Nice
",4
12130,"It's a standard piece
",3
1073,"There is so much connectivity issues, whenever i drive the bike when using it, so much distrotion happen with lots of noise, it happen after return window closed so can't be able to replace, i already replaced one time and in 2nd order it's happening the same.
",1
3302,"When playing pubg we have to talk loudly then only our friends can hear I think mic can't catch slow talk
",3
7952,"Nice genuine product.  Beware of fake replicas also available at online stores. But you can always check the authenticity of the product at official website before opening the package and return the item in case it is fake.
",5
7822,"Sound isolation is amazing on this and the overall quality of sound is very very good with DEEP BASS and clear vocals.. Definitely worth the money. And I'd recommend this to anyone who's a music enthusiast
",5
2319,"Don't buy if your main purpose is to talk on calls using this. Headphones pics up lot of background noise. Other person won't be able to hear anything.
",1
463,"Don't buy these type of products seriously. Recently I bought this boat rockerz bluetooth headphones it had worked very nice for 1 week only afterwards a lot of disturbance while talking in a phone for that i need to replace it. Again I got these disturbance problem so i decided better to return the product and don't waste of my time and my money.  That's y I suggest to you my dear friends don't waste ur money don't buy these products
",1
30,"Battery is faulty
",1
951,"The product is all in one like headphones with mic the rubber is very soft as expected and regarding sound the bass is perfect. And Amazon service is class apart
",5
8864,"Product is good and worth for money
",5
1814,"For 1500 rs it's a no deal,  BT range is merely 10 feet,  without obstruction.  Battery life is around 3 hrs.  Below average.
",2
1129,"Very good product with good bass nd good batery back upsound quality decent, built quality is also good
",5
14334,"An amazing product but a bit costly.
",5
11670,"amazing headset with clear sound effect. I am satisfied by the performance of this headset. Senheiser rocks
",5
4769,"Best in this class
",5
6785,"Not good..
",1
6053,"Average earphones, not the best for money but does the job, pros. Very comfortable for domestic use
",4
1051,"On full volume, high bass is a bit distorted but rest in this range, it's an amazing product. Bluetooth range is awesome. I can put this on keep my phone in one corner in the gym and move all around.
",4
5920,"The product is awesome ,I have been using it from 3moths but recently I have an issue with it ,while am taking calls it making some disturbance .How to avail warranty!!!!!!!
",4
315,"If u think of some bad product's I've got. This is one of the top ones. Got the new one which died a week after the return date passed. Sent it for repair and got the replacement after 4 weeks which worked for less than a week.  Sent it back again and got it after 4 weeks which worked a little more this time and lasted for 3-4 weeks and the battery is gone again. The battery doesn't last for more than 30 min no matter what I do. Charged it for a few mins and hours and neither made a difference
",1
5346,"Earphones working awesomeSuper sound qualityBluetooth function is niceSuper material qualitySuper base
",5
11633,"the best for music lovers
",4
6286,"Good  quality  sound and battery
",4
13523,"Very handy to use.
",5
4846,"Very nice product worth for money
",5
8001,"If you just wanna listen music then it's a very good earphone , for calls it is very bad, there s no noise cancellation and the opposite person bearly hears ur voice.
",3
13551,"I like this JBL products
",5
14291,"Honestly if you really want to buy first make a distance between your to device it easily catch your sweat and after that you can't use it properly second if you send it to customer service center it take one month to replace. But the good thing in this device is the bass is so good you can feel it. According to me don't buy it. If you have lots of money then waste it
",1
5935,"Worst product, First product received was with scratches on It and after exchange, 2nd Productâ€™s Right earbud not functional..Amazon has degraded its quality.. Worst service by amazon this time and not at all worthy product.
",1
3054,"Microphone is not good. And noise cancellation doesn't work.
",2
1140,"Not a very good product... I have used it for quite sometime. Bluetooth disconnects pretty often...The mic picks up surrounding sound rather than the person speaking in the mic..
",1
3492,"This product bettry is aftar 80% vary fast defuse.... Sound quality is good.... Bat 10 mtr. Undar this blutooth sound break
",3
13062,"Good product at a reasonable cost
",4
13558,"Bass is not good
",1
3505,"Don't purchase it because,after one month Right side earphone is not working
",2
6037,"Very good product, have been using it from past 6 months no complaints rather I will buy one more for my husband
",5
10233,"Not as expected. Not worth of 1700 waste the smaller one is better than this
",3
4518,"Not bad in this priceSound quality is not bad
",4
6090,"Well the battery life is good and the sound quality is very nice with good bass and quality of earphones is awesome. Overall itâ€™s value for money product
",5
6174,"Everything is good except the button that used to change song, we have to long press it otherwise product is good.
",4
10515,"It deteriorates soon
",4
7998,"It's quite the delicate pair so you'll have to be super careful with it. You can't just keep taking and throwing it around. The wire is thin, feels like it'll wear out any moment so you have to handle with care.
",4
2590,"Sound Quality is ok....sometime sound gets noisy.....bluetooth range is very bad.....even the mobile is in pocket, sometimes it didnt capture signal.
",3
2914,"It is really a good product and sound quality is also good. Hassel free..
",4
4886,"Best
",4
12444,"As usual, there are some connectivity issues. The volume controller's placement is really bad. But it delivers a very good experience. Bass and Treble are perfectly balanced. Midtones and vocals are clear. Most importantly I can use this earphone while riding a 2 wheeler with my helmet on. Araaam see...
",4
2786,"Found few Bluetooth connectivity issueWhen I keep my phone in pocket and play songs getting some voice break disturb
",3
11472,"Nice product. Sound clarity is good. Beats!
",5
11537,"Nic earphone. Nic sound. Only need to improve material quality...
",4
489,"Overall worst product from boat,poor connectivity,it get interrupted 5-6times in a 7min songs and keep repeating that same irritating voice-you are now connected to boat rokerz 255,Battery backup is goodBass is so soI suggest, choose any other product instead of wasting in it.
",2
2145,"Sound quality is so good
",2
12062,"Value for money
",5
7738,"Most worthy in ear head phones. I am too glad to have them. Although, i was not happy with the delivery boy, as I ordered the headphones at my office address expecting it to be delivered on Weekdays, but it reached on Sunday and delivery boy didn't agree to delivery it at my house lying in a radius of 500m. Taking about headphones - the sound quality is best. Even  while driving on a busy road, a volume level of 40 is enough to give crystal clear sound with bass. For some, the price seems out of budget but trust me - tje quality is much more than expectations.
",4
138,"Value for money . I bought it for 999â‚¹ in lightening deal.Bass is fantastic feels like home theatre sound.Sound quality as expected, was looking for something to atleast reach my iphones earphones .. and this is exact what I wanted.Noise cancellation is superb.Light weight. Look wise Porsche, rich look.Easy access. Siri to working with this hps.Ear bud magnet it very nice.In love with this product , planning to order 1 more for my sister.
",5
1553,"Battery life ;Sound quality is average ; the only problem i faced was the diatance or  range of Bluettoh connectivity.. the range is very short..Rest a good product at this price..
",4
398,"The sound has more of bass and very little treble effect. If you like to listen to your music with slightly higher setting of treble, you will be disappointed. Battery is very good and so is noise cancellation. It's quite big and sturdy though, will not go unnoticed.
",3
10309,"My pin is broken.i brought it 10 months back can I get warranty for that.
",4
9158,"Nothing matches the quality to these earphones
",5
13777,"Not good
",1
8211,"Worst earphones I have ever used. Sound quality is miserable. And guess what there are earphones by the Co which are cheaper than this one. Don't know what a disaster they would be.
",1
6717,"I like sound quality
",3
14251,"I can't believe.. JBL Bluetooth without BaseðŸ˜£
",2
9303,"Excellent
",5
12086,"Great sound effects ..
",5
938,"This is really a great product. I am using this product for the past 2 weeks and it is really working well. It allows me to attend Calls, FM (by adding additional FM app), Musics and videos.
",5
9859,"Didnt last more than 6 months
",3
3520,"Value for price
",4
9653,"Thanks for the phenomenal Universal Headset!! It's amazing experience!!Thanks for the Sennheiser company!! God bless you!!Thanks amazon.in!!God bless you!!
",5
8929,"Not recommend it. Try the cheap one not worth of this price.
",3
9206,"i could not hear from one of the earpiece only after 1 month of use . the product has a warranty for 6 months ,how can i get areplacement?
",1
5015,"It is one word say to Amezing best experience sound quality very good and perfect ear fitIt's budget Bluetooth earphones price is very good
",5
11096,"Good build quality.Perfect sound quality.
",5
2295,"Sound quality are good. But after one day of use, it turns on only charger plugged in. But shows 100% charged.
",2
9407,"The mic is not working, problem started xouple of days back, dont know what to do. Can the product be replaced.
",1
8353,"Great ear phone. Have ordered 3 as presents after I found it to be a great set
",5
8711,"Very clear sound but u like to listen more bass then it's not ok for you but if u like to listen quality sound then it will satisfy you..
",5
10430,"Decent Design, Great Bass, MIC and Remote controls (Single Tap for Pause and double tap for Track change) works perfect for my ONEPLUS ONE.
",5
1877,"Boat is doing a great job for availing such wireless headphones at affordable price.
",4
1666,"Most helpful without any competition
",4
1627,"It's not worth it! I don't like it, it looks like a fraud product
",1
7735,"Built quality is top notch. Sound quality is also excellent. Just go for it you wont be wrong for  sure.
",5
11214,"On full volume music starts itching in your ear cannot hear more than 5 mins on full volume.
",2
5031,"Very good sound clear voice battery 4-5 hours i am happy this product
",5
11984,"ok
",3
3353,"Works properly.long battery life over all good
",4
2747,"Nice product  I got it for 999. However battery is not so good. Works work not more than 6 hours regular use.
",4
3735,"Nice product
",5
3192,"Not receptive for more than 10mts
",2
1722,"Got faulty within 20 days of use.Heated while charging. The outer cover almost shrinked due to heat. It's not working now. I request seller to please replace the product for me.
",1
4149,"It's a wrost product.Battery back up very bad.Bad investment.No option for return
",1
9269,"One of the best earphones in matter of sound ,although wire is very thin .If you want a good earphone in terms of sound go for it
",5
1604,"Sound quality is just awesome it is better than samsung level U.noise cancellation is also good.the built quality is nice.overall best package at thi price
",4
1548,"It work good for some time and then stops working during middle of the run (due to heavy sweat ) and frequency gets disconnected (and connect again) which is very much annoying.
",3
5436,"I like this ptron intunes magnetic wireless earphones , good earphones , and excellent quality sound output , easy to contectvity and less weight , good bass , batter backup also good , and it's good at this price point, thanks to ptron...
",5
14194,"Firstly, remove the word pure bass from the product(Boats 225 are better in terms of bass), sound quality is awesome, length is bit shorter as I can't use volume buttons while earphones are on.
",3
7336,"It sounds normal in Samsung Note5 (its performance is only equal to the  performance of earphones came with Note4). In Other devices such as xperia z3, lenovo vibe x3, etc, its not that good, except rich bass sound. Its performance doesn't justify its cost.
",3
6278,"good
",4
5080,"Nice for the Price
",5
13469,"Batry backup is not soo gud ,
",2
11279,"Sound quality is quite good and looks durable
",4
7851,"I got the product from amazon as expected in time but the left earpiece isn't working at all.... and even the mike isn't working... I ordered this product to have my conversation easily while driving but to mg astonishment the product wasn't okie... but the audibility with one side of the earpiece is also not less it's a great pleasure. . I hope I get a replacement for this product
",2
11556,"Good
",5
2327,"Best headphones
",5
3994,"The sound is great although the bass is super great which I like the most about this wireless earphones
",5
12260,"Listening music watching movies etc
",5
3097,"My experience is the best quality of boat brand for all brands
",5
11854,"Very nice earphone. Delivers sound as promised.
",5
7615,"upgraded from CX213 and I'm loving it. Grea sound quality even at high volume and the inbuilt mic is icing on the cake. If you want to upgrade from CX213, go for it.
",4
6561,"Bass quality is not as expected
",2
3249,"Sound quality is superup bass is little high and vocal and all this is well balanced .Battery life is around 6-7 hours
",5
4775,"Superb base and nic comfortable but only one problem when we ride songs sound breaks.
",4
11974,"excelent product.great sound quality
",5
8258,"I liked the product.Just wanted to update which wrongly mentioned in one of the review that it had volume control,when it does not have one.Apart from that it's nice set of ears. Sound Clarity is good, cable length is 1.2 m which is great so you don't have to hold the mobile in uo hand.
",4
3045,"sound is awesome as i put it in my ear so it is like a blast. no outer sounds come in my ear. Base is a main highlight about that.
",5
13756,"sound is good
",5
53,"I am pleased to write a review and i will talk both about pros and cons:Pros:1. Good Bass2. Sturdy3. Great look4. Good noise cancellationCons:1. Forget buying this if you are planning to use it for gaming like battle royale games, There is an issue with the latency or bluetooth lag, You will hear the noise 3 seconds after you fire the gun.2. Disspointed battery backup, max is 1 or 1.5. hours if you continously use it at low volume.3. Wrong place where the charging port is installed, difficult to plugin or plug out.
",1
11100,"Okay product, but not its worth price and brand value. Treble is more in it bass is also not upto the mark.
",3
8399,"It's an amazing earphone it's just the wire is very fragile
",4
8131,"Build quality is good. Although wires are very slim but using since two months now seems no problem with that. Sound quality is good not the best. But for this price it is not value for money..
",4
10508,"Very good in this price, noise cancelation is marvelous
",4
4398,"Awesome headphones, sound quality is excellent
",5
12427,"A great buy except that you will not get Google assistant or siri support. Good for bike use too. Not for runners . Good for gym. Best for Bollywood music. As usual JBL sound. Must buy if you are into Bollywood or general youtube and calls user. Calls are also awesome over this headset.
",5
6271,"Phone battery going down fast while using these Bluetooth sound quality superb....
",3
9256,"It's been about a year and the product came with 2 years guarantee. The jack needs bit of adjustment everytime i plug in and the mic isnt always clear. Not so happy in hindsight; could have got something better for what I paid.
",2
4360,"Amazing earphones quality.But mic quality sucks.
",2
13855,"Ok
",5
5683,"Working good
",4
8146,"Sounds quality is is pretty good..A little problem is that wo can not use it for long durations.. not too much comfortable for long time use.. I can  feel the pain in ears after 3-4 hour of use
",4
10501,"Freaking awesome ........I was skeptical at first but first song alleviated all my concerns. Amazing sound quality. Though it's just first day....... keeping fingers crossed
",5
14054,"Product is pretty good and sound quality and bass is very impressive,best wireless earphones at this price but after 2-3 days one side of this earphones stopped working but amazon take it back
",4
12840,"I like the sound quality, battery life & durability but I didn't like it's bass.
",4
11669,"Good quality and sound
",5
8903,"Good product. This time seller has sent very good quality product. Nice earphone.
",5
5610,"BATTERY LIFE IS VERY POOR...
",3
8745,"This is a nice product from sennheiser and even after using for more than a year the sound quality is good..The only cons which I found is it does not disconnect calls from the button provided for changing songs neither we can take calls. However it perfectly works otherwise
",4
410,"Quality is very good in this price range. Bass is superb. I mostly use it for workouts. It does the job well. I face problem about noise cancellation as the other person on phone always complaints about unnecessary sounds from the sorroundings when I take a call outdoor. Service delivery from boat is amazing and satisfactory. They replaced my headphones after 3 months as one of the buds started sounding low.
",5
616,"What I felt is I had boat 225 wired earphone so if I compare the wired to this wireless 255 then its 19-20 difference, boat 225 wired gives 1 point better experience than the 255 wireless one, battery life is good of the product, magnets do there job as expected. I bought this for 1500 so overall good product, will recommend this.
",5
6129,"Bass effect very low. Spend some more bucks and buy better. Dont recommend
",2
1170,"Best in class. Better than other high brand products. Battery back up is good. No problems with sound and connectivity problems. Go ahead without thinking.
",5
5278,"Wow what a design and build , i liked its box packing too as its like a premium one not only thus as using it for half of week i really enjoying the sound quality of wireless headphones...Reasons to buy this wireless headphones...are1. STEREO 5/52. SWEATPROOF 5/53. BUILD QUALITY 5/54. SOUND QUALITY 5/55. ITS PROMISING DESIGN 5/56. WEIGHT LESS 5/57. BASS 5/55/5 in each and everythingits a must buy headphones so please buy it if you are buying one..with Bluetooth version
",5
5760,"Best Bluetooth Earphone in Segment....Very comfortable, Bass & Sounds Quality is Great
",5
11608,"Loved it.
",5
7745,"It is very good ptoduct. awesome sound quality. and smooth bass. you can hear even little sounds also clearly.mic quality also good.
",5
13051,"Nice
",5
123,"For the first month it was good. But from the starting i was having blue tooth connectivity issue. It was not even having good connection within 5metres. Then within 30 days due to sweating it completely stopped working. I am still searching for the right wireless ear phone which can be used for long run, marathon and resist sweating.Very poor customer care service. I returned the product and have to wait for 3 week for dispatching a new one. Still on 4th week no shipment done.
",1
10862,"Awesome quality with soft sound
",5
13482,"The wire is too long,,please dont buy this item
",1
521,"Nice one at this price range (1499). Bluetooth range up to 15-18 steps, but it will disconnect if you go out off range and need to reconnect again, no auto connect. The control buttons in right side.
",3
10375,"Nice product but under 1300
",5
3632,"Battery Backup so good...but sounds not good ...but price on Amazon high...
",5
4071,"Sound quality is good however noise cancellation is not pretty good, and battery life is poor.
",3
1676,"Broke down after a few days of usage. It is not able to power up. Replacement is taking it's own sweet time. Though it's priced cheaper than peer products, realised that quality doesn't come cheap
",1
10497,"Very good and durable. Sound is good.
",5
7872,"The sound delivered by the earphone as expected from Sennheiser has no way to disappoint you... But the build quality is too fragile.... Should be handled with care and not for bass lovers as bass is normal and not as heavy as in Sony xb series...
",5
13724,"Tatti
",1
5084,"Noise cancellation as described and good packing
",5
8915,"Sound quality is awesome and there is only one problem that was the wire is very thin
",5
13022,"Nice but not sound quality is very good
",4
6366,"Nice Product... Slight Sound Distortion During Making Calls..
",4
13608,"Perfect. light weight .
",5
8828,"not as expected. cx180 and 213 are better.
",3
12065,"Audio quality low, mid,high all are good.. I would recommend this earphone. But I would like it if there is a noise canceling in microphone..
",4
10433,"Not comfortable
",1
4119,"Sound quality is really bad. My  Samsung earphones sound better.Connectivity also not so good.
",3
2017,"This earphones are perfect in this budget.The sound quality is nice but here the base of the earphone is so high due to which clearity of the sound is affected
",5
4915,"It is a very nice product at this price. Worth of every penny. Good sound quality.
",4
10845,"Ok sound quality but not great. Also the earphones are very delicate and mine started showing sighns of trouble after 2 months. All in all, at this price its a bad buying decision.
",3
4802,"Good product ! Just wondering how to register for warranty !
",5
10048,"Good
",5
13395,"Product is good and sound is awesome
",5
7178,"Very good balance in bass and treble. Reflecting true music.Another Best thing  about this earphone has its.. noise cancellation and soft ear buds and extra L- shaped 3.5 mm jack.Wire quality is sturdy.Call quality is also crystal clear.
",5
10199,"Great sound quality. Noise cancellation at its best . Supports most of my devices. Mic clarity also great
",5
11121,"The ear phones are really good nice sound clarity but not for bass lovers
",5
5336,"Battery life is very less. Lasts 2-3 hours.  It is only for listening.. Speaker phone isn't loud and clear.. Better to spend a bit more but buy a decent product.
",2
14002,"The name of this product include pure bass but the sound quality is sooo bad..... it didnt meet my expectation at all.....im thinking of taking legal action against the seller
",1
8576,"Headphones working stopped after 22 day....Bad quality of headphones...Don't buy from this seller
",1
10015,"Very clear music
",5
2261,"Nice product.. Working excellent from past 1 month. Battery life can be a little better.
",4
1704,"Battery is good, looks wise also good. Only thing is that sometimes Bluetooth goes crazy and works itself without us doing anything. Bug in Bluetooth. Sound can be improved.. But worth for money
",4
14154,"I bought this product from Chroma Cannaught Place, not from Amazon.The product is pathetic , Sound Quality sucks, built quality sucks and it doesn't even have the basic next option (Double Click) which we can get from basic wired earphones.
",1
4012,"Sound quality is awesome. Battery is also good.  Durability is good
",5
8473,"This is my essential aftr air water food clothes n makeupClarity bass ....perfect in ever dpt
",5
8210,"Looks really good and sounds even better!! Sound quality is crystal clear and the bass is thumpingly good. It cancels some background noise but not entirely.For a music fanatic who can't afford a Bose or JBL, this one's for you!!
",5
9533,"Sound quality is good.But the material quality is very poor, got broken within a month.
",2
3551,"THIS WAS A GOOD PRODUCT IN THIS PRISE IN THIS PRODUCT I SAW ONE PROBLEM WAS IN DISTANCE 12 FEET THIS WAS DISCONNECT.
",4
1911,"Best product ever
",4
6886,"Sound quality is good but wire will be bit large otherwise good usb is also good to connect and charging
",5
4244,"Very nice product
",4
2391,"Guys if you are planning to buy this product please wait for a while and purchase it when it's price drops to 1000 rs... usually happens within a week or so.
",4
9760,"Good quality sound, Mic is awesome.Bass is not at all good at this price.It is awesome for call purpose and for listing soft music.
",4
5793,"A great product from JBL, as a Bluetooth earphone it's really good, no connection issue, good noise cancellation, good bass and vocals. It's light weight, will not fill any weight in the ear, good connection range. Support both android, iOS in terms of control (buttons). Connect well with laptop but sometimes it's gives fraction of second beep sound but no issues with mobile devices.
",5
6026,"Used for less than 2 months....both the sides rubber over the earpiece has already started coming out. Bad quality of material used
",2
176,"Firstly the voice quality of the product is very nice compared to others at this range, however the service from boat side is not right. Mu product was damaged at the 7th day and I initiated the replacement option, the reverse pick up was scheduled however no delivery information is available still. Itz being 3 days now, when you go to boat website the tracking status button does not works on the website and even you cannot reach an representative via call. I don't know if I am gonna receive the product back or not!
",4
11791,"Must buy If your Budget is 1.5k
",5
10025,"The only company which provide quality sound
",5
10116,"Qualitative product but there some questions on durability.
",5
1267,"Overall product is good...sound quality is also good... But I found one problem with this Bluetooth earphones, when I played pubg game with this wireless earphones, at that time I found sound delay... Don't know why this is happening...
",4
12364,"It was great until it was working. One fine day it suddenly turned off while it had enough charge left in it. Since then it charges completely, shows blue light but does not turn on. Bought it in June and worked for around 6 months. Quite a fail.
",1
6360,"Poor battery life. And few other issues with the product. Please help.
",3
3889,"Defective product received...The product only switches on if its is in charging...ordered return
",1
4092,"Bluetooth gets disconnected after some time then again I have to connect it.
",4
9844,"Working Good using from past 4 months
",5
5244,"This is amazing product for this prize. It's sound bass is so amazing and battery is also amazing. I charged only once a week and it's working all week. I love this product
",5
3944,"Sound quality is best comparing to other Bluetooth earphones at this price range and battery backup is much better.
",5
8467,"Awesome product... Awesome sounds.. Awesome after purchase service. After 20 months of use my ear phone stopped working called customer care... They got it replaced... Now got brand new awesomeness...Thank you Sennheiser Team!!!
",5
2919,"Product quality is ultimate.sound quality is up to the level. But Amazon delivery experience was worst.
",5
4525,"Product is super but 1 minor disadvantages is there is no vibration for ðŸ“ž
",5
12484,"I like the sound quality of this product...Worth for my money.  It is durable....Battery lasts for 2.5 movies continuously
",5
7486,"The Sennheiser CX275 S is an excellent earphone with very good sound quality. The brand is doing a justice for the sound clarity and the bass of any song provided. The only cons is that the wire quality is not so very strong and seems tangle very much which makes it quite delicate to handle when kept inside the pocket. Since it is priced higher, the quality of the wire can be changed.Otherwise, the earphones is a good buy.
",4
13323,"Value for money very good product
",5
4474,"Good sound quality
",5
13906,"Nice product
",5
4424,"Sound quality with deep bass,vocals are clear.Battery life is ok.
",5
6520,"Not original product delevered
",1
1643,"Sound quality is good but when I talk with someone then background noise will appear..the worst thing is, after 2months of usage this headphone completely drained at 45min.
",2
3536,"We want to replace the product as the product is not working properly and we are facing lot of issues in connecting.
",1
5630,"Not good for calling as mic. is not that effective. 70% of time other person cannot hear my voice.
",1
12430,"I m a bass lover and reading the reviews i was confused to purchase it or not but i trusted jbl brand and purchased it.Sound quality is good. Bass is sufficient to feel the vibrations and thump. You can purchase this without any 2nd thought
",4
3214,"Don't purchase itIt is average only for  musicCalling sound is very very very very bed.Total waste of money
",1
7358,"I love Music with some bass. Sennheiser CX 2.0G is good over all . Nice soothing sound, comfortable, you can distinguish almost each cord and beat. But one thing it lacks Bass, Bass is just better than phone speaker.  If you are not Bass lover then its awesome earphone in 2K.  I found wire may not sustain longer life and it's also not tangle free. thats a disappointment taking other earphones available in this range.
",4
367,"Writing this review after one month usage.Product is meant for people who prefer good bass. Sound quality starts dropping once u move away from object let it be like 4-5 meters too initial it was better. As it takes into consideration your body deflection ,and sound of a person talking is like he is in water.battery life is good.sound quality is better as i grabbed it for discount at 1200/â‚¹.Actually would give 3.5 ðŸŒŸ
",3
6082,"Such a amazing product.........nice working as value for ðŸ’°
",5
10694,"Amazing sound and microphone  quality. It has good noise cancellation only one drawback the wires are super thing
",5
9656,"Sound quality is good, noise cancellation helps well and worth for buying as brand speaks for itself
",5
13802,"Nice product
",4
9443,"Its perfectly matching Oneplus phones with effect on..
",5
11522,"Not compatible with Lenovo mobile, otherwise wow sounds....
",3
5266,"Everything is perfect for the price...10/10Good bassIt fits perfectly in ears without any discomfortImpressed by its quality Nd sound..
",5
11778,"Great earphone for the budget
",5
14250,"JBL as usual always know for quality sound thump up
",5
7299,"Volume seems to be very poor and sound can be heard only after raising the volume at least 50%. I got it replaced with another piece but still having the same issue. Also, this headphone doesn't have that punchy bass but clarity is very good and sound is crystal clear. So if you are a bass lover then may be its not a perfect choice for you.Also, the mic is not that good and i have to keep it very near to my mouth then only the other person can hear me properly. I wanted a replacement with another brand but seems seller doesn't have that in policy.
",2
13204,"good products
",4
6337,"The product is good and working absolutely fine without any issues til now.
",5
13505,"Great sound quality
",5
2619,"Not working when I get this product now sign of charging and battery isn't charging upto 10 percentage very disappointed with this product.
",2
